00000	0	000000000	1
00001	0	000000001	1
00002	0	000000002	1
00003	0	000000003	1
00004	0	000000004	1
00005	0	000000005	1
00006	0	000000006	1
00007	0	000000007	1
00008	0	000000008	1
00009	0	000000009	1
00010	0	000000010	1
00011	0	000000011	1
00012	0	000000012	1
00013	0	000000013	1
00014	0	000000014	1
00015	0	000000015	1
00016	0	000000016	1
00017	0	000000017	1
00018	0	000000018	1
00019	0	000000019	1
00020	0	000000020	1
00021	0	000000021	1
00022	0	000000022	1
00023	0	000000023	1
00024	0	000000024	1
00025	0	000000025	1
00026	0	000000026	1
00027	0	000000027	1
00028	0	000000028	1
00029	0	000000029	1
00030	0	000000030	1
00031	0	000000031	1
00032	0	000000032	1
00033	0	000000033	1
00034	0	000000034	1
00035	0	000000035	1
00036	0	000000036	1
00037	0	000000037	1
00038	0	000000038	1
00039	0	000000039	1
00040	0	000000040	1
00041	0	000000040	1
00042	0	000000041	1
00043	0	000000042	1
00044	0	000000043	1
00045	0	000000044	1
00046	0	000000045	1
00047	0	000000046	1
00048	0	000000047	1
00049	0	000000048	1
00050	0	000000049	1
00051	0	000000050	1
00052	0	000000051	1
00053	0	000000052	1
00054	0	000000053	1
00055	0	000000054	1
00056	0	000000055	1
00057	0	000000056	1
00058	0	000000057	1
00059	0	000000058	1
00060	0	000000059	1
00061	0	000000060	1
00062	0	000000061	1
00063	0	000000062	1
00064	0	000000063	1
00065	0	000000064	1
00066	0	000000065	1
00067	0	000000066	1
00068	0	000000067	1
00069	0	000000068	1
00070	0	000000069	1
00071	0	000000070	1
00072	0	000000071	1
00073	0	000000072	1
00074	0	000000073	1
00075	0	000000074	1
00076	0	000000075	1
00077	0	000000076	1
00078	0	000000077	1
00079	0	000000078	1
00080	0	000000079	1
00081	0	000000080	1
00082	0	000000081	1
00083	0	000000082	1
00084	0	000000083	1
00085	0	000000084	1
00086	0	000000085	1
00087	0	000000086	1
00088	0	000000087	1
00089	0	000000088	1
00090	0	000000089	1
00091	0	000000090	1
00092	0	000000090	1
00093	0	000000091	1
00094	0	000000092	1
00095	0	000000093	1
00096	0	000000094	1
00097	0	000000095	1
00098	0	000000096	1
00099	0	000000097	1
00100	0	000000098	1
00101	0	000000099	1
00102	0	000000100	1
00103	0	000000101	1
00104	0	000000102	1
00105	0	000000103	1
00106	0	000000104	1
00107	0	000000105	1
00108	0	000000106	1
00109	0	000000107	1
00110	0	000000108	1
00111	0	000000109	1
00112	0	000000110	1
00113	0	000000111	1
00114	0	000000112	1
00115	0	000000113	1
00116	0	000000114	1
00117	0	000000115	1
00118	0	000000116	1
00119	0	000000117	1
00120	0	000000118	1
00121	0	000000119	1
00122	0	000000120	1
00123	0	000000121	1
00124	0	000000121	1
00125	0	000000122	1
00126	0	000000123	1
00127	0	000000124	1
00128	0	000000125	1
00129	0	000000125	1
00130	0	000000126	1
00131	0	000000127	1
00132	0	000000128	1
00133	0	000000129	1
00134	0	000000130	1
00135	0	000000131	1
00136	0	000000132	1
00137	0	000000133	1
00138	0	000000134	1
00139	0	000000135	1
00140	0	000000136	1
00141	0	000000134	1
00142	0	000000137	1
00143	0	000000138	1
00144	0	000000139	1
00145	0	000000140	1
00146	0	000000141	1
00147	0	000000142	1
00148	0	000000143	1
00149	0	000000144	1
